,type,year_built,beds,baths,baths_full,baths_half,garage,lot_sqft,sqft,stories,lastSoldPrice,soldOn,listPrice,status
330,condos,1965.0,1.0,1.0,1.0,,,,1000.0,3.0,44000.0,1995-10-04,112100.0,for_sale
1732,single_family,1947.0,2.0,2.0,1.0,1.0,2.0,,1200.0,,145000.0,2000-10-16,188000.0,for_sale
1446,single_family,2024.0,5.0,4.0,3.0,1.0,2.0,6168.0,3000.0,2.0,101000.0,2007-12-06,789900.0,for_sale
204,condos,2003.0,1.0,2.0,1.0,1.0,1.0,,890.0,15.0,222000.0,2003-10-16,325000.0,for_sale
1534,condos,1891.0,0.0,3.0,2.0,1.0,2.0,,,5.0,1170000.0,2000-07-20,689900.0,for_sale
1629,single_family,1967.0,3.0,2.0,2.0,,2.0,,2107.0,,90000.0,1993-07-23,315000.0,for_sale
25,single_family,1912.0,5.0,2.0,2.0,,2.0,3049.0,1700.0,2.0,110000.0,2022-06-06,219900.0,for_sale
384,single_family,1921.0,4.0,2.0,1.0,1.0,2.0,3844.0,1490.0,2.0,85000.0,2017-10-24,129000.0,for_sale
805,single_family,1926.0,4.0,2.0,2.0,,2.0,,,2.0,390000.0,2005-05-13,499900.0,for_sale
1900,single_family,1893.0,3.0,2.0,1.0,1.0,,3125.0,,2.0,60000.0,2009-12-24,350000.0,for_sale
463,condos,1970.0,3.0,3.0,2.0,1.0,1.0,,2170.0,39.0,450000.0,1990-06-28,549900.0,for_sale
1520,single_family,1956.0,3.0,2.0,2.0,,2.0,3990.0,1007.0,,230000.0,2017-05-22,299900.0,for_sale
1765,condos,1961.0,2.0,1.0,1.0,,,,1100.0,1.0,,,164900.0,for_sale
1711,single_family,1950.0,3.0,3.0,2.0,1.0,2.0,,1495.0,1.0,,,359900.0,for_sale
1058,condos,,3.0,2.0,2.0,,,,1748.0,3.0,260000.0,2021-05-16,299000.0,for_sale
727,single_family,1888.0,5.0,4.0,3.0,1.0,,1089.0,2700.0,3.0,577500.0,1999-10-22,1150000.0,for_sale
1905,single_family,1947.0,3.0,3.0,2.0,1.0,2.0,3750.0,2520.0,2.0,105000.0,2022-06-29,365000.0,for_sale
1212,single_family,1886.0,5.0,2.0,2.0,,2.0,3125.0,1892.0,2.0,288000.0,2002-04-03,699000.0,for_sale
680,single_family,1938.0,4.0,4.0,3.0,1.0,2.0,5125.0,2500.0,2.0,141000.0,1998-11-04,579900.0,for_sale
1390,condos,1917.0,3.0,3.0,3.0,,,,1710.0,3.0,,,199900.0,for_sale
1929,condos,,3.0,2.0,2.0,,,,1500.0,3.0,,,288500.0,for_sale
1243,condos,1968.0,2.0,2.0,2.0,,1.0,,,42.0,255000.0,1979-06-07,324900.0,for_sale
1749,multi_family,,6.0,4.0,4.0,,2.0,3049.0,,,1415000.0,2022-09-06,1695000.0,for_sale
1238,multi_family,1909.0,6.0,2.0,2.0,,2.0,,,,,,,for_sale
1864,condos,,1.0,1.0,1.0,,,,454.0,2.0,,,140000.0,for_sale
1087,single_family,1937.0,3.0,3.0,3.0,,3.0,4477.0,2046.0,2.0,125000.0,1987-10-01,450000.0,for_sale
172,condos,2003.0,0.0,1.0,1.0,,1.0,,,59.0,183000.0,2003-12-23,209900.0,for_sale
1502,single_family,1904.0,4.0,3.0,3.0,,2.0,4625.0,1125.0,2.0,,,425000.0,for_sale
808,single_family,1923.0,3.0,2.0,1.0,1.0,,6625.0,1314.0,2.0,,,119900.0,for_sale
198,condos,1973.0,2.0,2.0,2.0,,1.0,,1150.0,57.0,309000.0,2022-04-22,325000.0,for_sale
517,single_family,1926.0,3.0,1.0,1.0,,2.0,,925.0,1.0,,,125000.0,for_sale
875,single_family,1930.0,3.0,2.0,2.0,,2.0,3751.0,1226.0,2.0,34500.0,1981-03-31,198500.0,for_sale
900,multi_family,1925.0,6.0,2.0,2.0,,,,2200.0,,,,188000.0,for_sale
352,single_family,1923.0,2.0,2.0,2.0,,2.0,3123.0,1369.0,2.0,67000.0,2002-04-12,125000.0,for_sale
56,single_family,1880.0,5.0,3.0,1.0,2.0,,3180.0,1980.0,3.0,380000.0,1999-05-26,850000.0,for_sale
1059,multi_family,1903.0,8.0,3.0,3.0,,2.0,,,,,,329000.0,for_sale
2,single_family,1947.0,4.0,2.0,2.0,,3.0,5375.0,1170.0,2.0,60000.0,2019-10-28,325600.0,for_sale
1791,single_family,1951.0,3.0,2.0,1.0,1.0,2.0,5000.0,1320.0,2.0,62000.0,1986-01-01,319900.0,for_sale
44,single_family,1918.0,2.0,2.0,2.0,,,,2200.0,2.0,141000.0,2021-09-07,265000.0,for_sale
1076,condos,2023.0,3.0,4.0,3.0,1.0,1.0,,3557.0,15.0,,,2699000.0,for_sale
1442,condos,2020.0,2.0,2.0,2.0,,,,,4.0,,,799000.0,for_sale
255,single_family,1951.0,3.0,2.0,1.0,1.0,,,1492.0,2.0,,,289900.0,for_sale
772,condos,1969.0,2.0,2.0,2.0,,,,,6.0,150000.0,2021-01-26,185000.0,for_sale
221,single_family,1916.0,4.0,3.0,2.0,1.0,2.0,3125.0,1360.0,2.0,290000.0,2019-08-23,160000.0,for_sale
1124,townhomes,1942.0,3.0,2.0,2.0,,,4400.0,1336.0,2.0,,,125000.0,for_sale
877,condos,1914.0,1.0,1.0,1.0,,1.0,,1000.0,11.0,210500.0,2022-04-15,245000.0,for_sale
1738,single_family,1948.0,3.0,2.0,2.0,,,3750.0,1000.0,2.0,217000.0,2007-10-02,349900.0,for_sale
1266,single_family,1957.0,3.0,3.0,2.0,1.0,2.0,4625.0,1361.0,1.0,279000.0,2001-09-10,350000.0,for_sale
745,multi_family,1924.0,6.0,4.0,4.0,,2.0,5000.0,,,175000.0,1993-09-03,569900.0,for_sale
1090,condos,1926.0,0.0,1.0,1.0,,,,,8.0,36000.0,1997-12-08,142000.0,for_sale
869,single_family,1918.0,5.0,4.0,2.0,2.0,1.0,5056.0,2015.0,2.0,143000.0,1998-11-04,314200.0,for_sale
644,land,2002.0,,0.0,,,,,,,15500.0,2023-07-14,29000.0,for_sale
1483,condos,1929.0,4.0,2.0,2.0,,,,1625.0,3.0,235000.0,2018-01-03,285000.0,for_sale
1283,condos,1970.0,2.0,1.0,1.0,,,,878.0,3.0,47000.0,2004-11-03,47500.0,for_sale
431,condos,1998.0,2.0,2.0,2.0,,1.0,,,3.0,313500.0,2003-01-07,475000.0,for_sale
1132,condos,2004.0,3.0,3.0,3.0,,1.0,,2100.0,2.0,,,799000.0,for_sale
1710,single_family,1915.0,3.0,4.0,3.0,1.0,2.0,4469.0,2400.0,3.0,,,830000.0,for_sale
62,single_family,1890.0,4.0,2.0,2.0,,2.0,2880.0,714.0,2.0,11000.0,2013-04-18,129900.0,for_sale
173,condos,1968.0,1.0,1.0,1.0,,1.0,,1100.0,70.0,375000.0,2015-02-26,410000.0,for_sale
1141,condos,1966.0,2.0,2.0,2.0,,1.0,,1250.0,30.0,236000.0,2005-11-01,299900.0,for_sale
1580,condos,2002.0,2.0,2.0,2.0,,,,1325.0,4.0,390000.0,2022-01-21,440000.0,for_sale
725,multi_family,1890.0,4.0,2.0,2.0,,,,,,158000.0,2005-10-24,120000.0,for_sale
233,condos,,1.0,1.0,1.0,,1.0,,850.0,25.0,,,28000.0,for_sale
1190,single_family,1957.0,3.0,2.0,2.0,,2.0,3210.0,984.0,1.0,185000.0,2001-10-29,300000.0,for_sale
1830,multi_family,1908.0,11.0,3.0,3.0,,,3049.0,4500.0,,455000.0,2018-03-23,599000.0,for_sale
1692,condos,1974.0,2.0,1.0,1.0,,1.0,,900.0,3.0,,,149900.0,for_sale
1570,condos,1966.0,2.0,1.0,1.0,,,,1000.0,3.0,170000.0,2004-09-22,230000.0,for_sale
1303,single_family,1923.0,4.0,4.0,3.0,1.0,2.0,7719.0,3760.0,2.0,325000.0,2023-04-14,899900.0,for_sale
1208,condos,1989.0,2.0,2.0,2.0,,1.0,,1400.0,28.0,445000.0,2021-08-27,499000.0,for_sale
661,single_family,2017.0,5.0,5.0,4.0,1.0,2.0,6200.0,3750.0,2.0,102000.0,2014-03-04,799999.0,for_sale
1382,condos,1979.0,2.0,2.0,2.0,,,,1011.0,3.0,149000.0,2017-10-24,199000.0,for_sale
671,land,,,0.0,,,,6534.0,,,13500.0,2015-02-19,100000.0,for_sale
355,single_family,2020.0,5.0,7.0,4.0,3.0,2.0,3093.0,5800.0,3.0,2525000.0,2021-05-06,3350000.0,for_sale
1665,single_family,1948.0,3.0,2.0,2.0,,2.0,,1202.0,2.0,104000.0,1987-08-01,379900.0,for_sale
1792,condos,1968.0,1.0,1.0,1.0,,1.0,,550.0,30.0,38500.0,1984-12-31,249000.0,for_sale
1885,condos,2006.0,3.0,2.0,2.0,,1.0,,,4.0,825000.0,2017-10-11,975000.0,for_sale
456,condos,2019.0,3.0,2.0,2.0,,1.0,,1573.0,4.0,499000.0,2019-07-18,550000.0,for_sale
160,condos,1971.0,2.0,2.0,1.0,1.0,,,,6.0,111500.0,1996-03-05,214900.0,for_sale
764,single_family,1903.0,4.0,2.0,2.0,,2.0,3125.0,1056.0,2.0,95000.0,2004-09-29,109950.0,for_sale
1890,single_family,1921.0,4.0,2.0,2.0,,1.0,3720.0,1191.0,2.0,340100.0,2017-07-20,315000.0,for_sale
1816,single_family,1910.0,3.0,3.0,3.0,,2.0,3125.0,2251.0,2.0,400000.0,2011-08-16,624900.0,for_sale
1899,condos,1965.0,1.0,1.0,1.0,,,,773.0,14.0,,,125000.0,for_sale
87,multi_family,1923.0,4.0,2.0,2.0,,2.0,3485.0,,,295000.0,2015-10-09,575000.0,for_sale
1500,single_family,1870.0,7.0,6.0,4.0,2.0,1.0,7000.0,6016.0,2.0,100000.0,2011-10-13,2650000.0,for_sale
194,condos,2005.0,3.0,3.0,2.0,1.0,1.0,,2096.0,55.0,955500.0,2013-06-14,950000.0,for_sale
1337,condos,1991.0,3.0,3.0,2.0,1.0,1.0,,1600.0,61.0,630000.0,2018-10-03,650000.0,for_sale
1986,single_family,1923.0,3.0,2.0,2.0,,,3125.0,1080.0,2.0,230000.0,2007-10-12,215000.0,for_sale
1444,condos,,1.0,2.0,1.0,1.0,1.0,,950.0,6.0,296000.0,2019-04-12,299900.0,for_sale
1359,single_family,1885.0,5.0,2.0,2.0,,,3136.0,1738.0,3.0,,,215000.0,for_sale
1406,multi_family,1892.0,4.0,2.0,2.0,,,3125.0,,,,,585000.0,for_sale
895,single_family,1971.0,3.0,3.0,2.0,1.0,2.0,5118.0,1250.0,,324000.0,2020-10-22,417000.0,for_sale
157,condos,,1.0,1.0,1.0,,,,,3.0,110000.0,2022-09-23,140000.0,for_sale
765,single_family,1914.0,3.0,1.0,1.0,,2.0,3746.0,1664.0,2.0,,,228000.0,for_sale
1748,single_family,1953.0,3.0,2.0,2.0,,2.0,3149.0,1100.0,1.0,148000.0,2012-07-19,319900.0,for_sale
685,land,,,0.0,,,,3485.0,,,25000.0,2009-10-29,30000.0,for_sale
551,single_family,1895.0,4.0,2.0,1.0,1.0,,3125.0,1600.0,2.0,37500.0,1998-11-23,49000.0,for_sale
1330,single_family,1945.0,2.0,2.0,2.0,,2.0,4721.0,1656.0,2.0,40000.0,2012-08-24,224873.0,for_sale
363,single_family,,4.0,4.0,3.0,1.0,2.0,,3300.0,2.0,70000.0,1981-07-14,698500.0,for_sale
1662,single_family,,3.0,3.0,2.0,1.0,2.0,,1800.0,2.0,,,605000.0,for_sale
944,single_family,1885.0,3.0,2.0,2.0,,2.0,3250.0,,1.0,145000.0,2019-02-15,210000.0,for_sale
1915,single_family,1949.0,3.0,2.0,1.0,1.0,2.0,3746.0,1404.0,2.0,60000.0,1992-04-23,229900.0,for_sale
1088,condos,,2.0,1.0,1.0,,,,950.0,2.0,90000.0,2005-12-05,35000.0,for_sale
1219,single_family,1885.0,10.0,10.0,8.0,2.0,5.0,9300.0,13400.0,3.0,3400000.0,2008-12-18,9995000.0,for_sale
1008,condos,1920.0,3.0,2.0,2.0,,1.0,,2000.0,3.0,390000.0,2019-09-19,759000.0,for_sale
1760,single_family,1937.0,4.0,5.0,4.0,1.0,2.0,9519.0,4384.0,2.0,453000.0,2015-12-24,869000.0,for_sale
1280,single_family,,3.0,3.0,3.0,,,1944.0,1110.0,2.0,205000.0,2002-09-10,459900.0,for_sale
1182,single_family,1995.0,2.0,3.0,2.0,1.0,1.0,1525.0,,2.0,530000.0,2006-10-26,535000.0,for_sale
652,condos,1978.0,2.0,2.0,1.0,1.0,,,1200.0,3.0,176000.0,2005-07-11,220000.0,for_sale
1057,single_family,1916.0,3.0,2.0,2.0,,2.0,3906.0,1700.0,1.0,38500.0,1995-06-30,249900.0,for_sale
1030,condos,1929.0,2.0,2.0,2.0,,,,2500.0,3.0,,,675000.0,for_sale
1639,multi_family,,7.0,3.0,3.0,,,3750.0,,,183000.0,2013-01-10,595000.0,for_sale
1868,single_family,1915.0,3.0,1.0,1.0,,1.0,6621.0,816.0,1.0,200000.0,2021-08-06,259900.0,for_sale
293,single_family,1914.0,5.0,5.0,3.0,2.0,2.0,9380.0,3260.0,3.0,,,450000.0,for_sale
103,condos,1929.0,2.0,2.0,1.0,1.0,,,780.0,3.0,200000.0,2015-07-08,299900.0,for_sale
1987,single_family,1923.0,4.0,4.0,3.0,1.0,,,3600.0,,,,1050000.0,for_sale
1117,single_family,1953.0,3.0,2.0,2.0,,2.0,4704.0,912.0,1.0,235000.0,2006-07-28,287000.0,for_sale
1478,condos,1920.0,1.0,1.0,1.0,,1.0,,1250.0,1.0,272000.0,2003-05-15,295500.0,for_sale
1435,single_family,1919.0,2.0,1.0,1.0,,2.0,3780.0,828.0,2.0,,,176000.0,for_sale
1523,single_family,1927.0,2.0,2.0,1.0,1.0,,,,,,,459000.0,for_sale
325,condos,1951.0,2.0,2.0,2.0,,2.0,,1600.0,26.0,,,350000.0,for_sale
604,condos,,3.0,2.0,2.0,,,,,3.0,,,65000.0,for_sale
283,single_family,1935.0,3.0,3.0,3.0,,2.0,,1650.0,2.0,260000.0,2017-05-22,484999.0,for_sale
587,single_family,1957.0,3.0,2.0,2.0,,2.0,3125.0,1300.0,1.0,165000.0,2018-05-30,293900.0,for_sale
85,condos,2019.0,3.0,2.0,2.0,,2.0,,,4.0,,,949000.0,for_sale
1441,condos,2006.0,3.0,2.0,2.0,,1.0,,1224.0,7.0,,,350000.0,for_sale
1699,single_family,1910.0,4.0,2.0,2.0,,2.0,3485.0,3781.0,2.0,35000.0,1999-07-28,195000.0,for_sale
1449,condos,,0.0,1.0,1.0,,,,,6.0,,,85000.0,for_sale
1308,single_family,1926.0,3.0,2.0,2.0,,1.0,3703.0,,2.0,185000.0,2008-01-31,190000.0,for_sale
470,condos,2007.0,2.0,2.0,2.0,,,,,7.0,,,329000.0,for_sale
1167,townhomes,2023.0,3.0,4.0,3.0,1.0,2.0,1180.0,2300.0,3.0,,,599900.0,for_sale
628,land,,,0.0,,,,2781.0,,,18000.0,2005-01-12,25000.0,for_sale
1691,condos,1996.0,2.0,2.0,2.0,,,,,4.0,191000.0,2021-04-22,299900.0,for_sale
646,land,,,0.0,,,,3049.0,,,545000.0,2022-06-30,235000.0,for_sale
1115,single_family,1958.0,3.0,2.0,2.0,,2.0,4982.0,1170.0,1.0,67000.0,1982-07-15,329000.0,for_sale
244,multi_family,2021.0,5.0,4.0,3.0,1.0,,2544.0,,,,,399000.0,for_sale
770,condos,1924.0,2.0,2.0,2.0,,,,1700.0,7.0,266000.0,2006-09-15,255000.0,for_sale
1044,single_family,1946.0,2.0,2.0,1.0,1.0,2.0,5199.0,960.0,2.0,220000.0,2000-10-26,329900.0,for_sale
1156,condos,,3.0,2.0,2.0,,,,2200.0,4.0,85000.0,1994-09-29,109900.0,for_sale
498,condos,1920.0,3.0,2.0,2.0,,1.0,,2000.0,3.0,230000.0,2019-10-22,394000.0,for_sale
433,condos,2001.0,2.0,3.0,2.0,1.0,1.0,,1950.0,4.0,495000.0,2022-01-31,585000.0,for_sale
1284,condos,1964.0,1.0,1.0,1.0,,,,800.0,8.0,62000.0,2000-03-13,153000.0,for_sale
655,land,,,0.0,,,,3125.0,,,50000.0,2004-02-10,30000.0,for_sale
1663,single_family,1898.0,3.0,2.0,2.0,,,2940.0,1400.0,1.0,92500.0,2017-09-07,219900.0,for_sale
1752,condos,1955.0,3.0,2.0,1.0,1.0,2.0,,1200.0,23.0,259000.0,2014-03-26,274500.0,for_sale
568,multi_family,1958.0,6.0,5.0,5.0,,2.0,,,,545000.0,2007-08-16,724000.0,for_sale
1397,condos,1917.0,1.0,1.0,1.0,,,,1000.0,3.0,270000.0,2008-01-15,279000.0,for_sale
1683,single_family,1894.0,4.0,2.0,2.0,,2.0,3125.0,2016.0,2.0,,,73800.0,for_sale
1083,single_family,1925.0,3.0,2.0,1.0,1.0,2.0,4125.0,2419.0,2.0,,,399000.0,for_sale
1261,multi_family,,10.0,4.0,4.0,,,3000.0,4000.0,,60000.0,2020-03-04,285000.0,for_sale
1591,single_family,1969.0,3.0,3.0,2.0,1.0,2.0,2648.0,1250.0,,,,385000.0,for_sale
402,condos,1925.0,2.0,2.0,2.0,,,,,4.0,135000.0,2020-09-11,199900.0,for_sale
436,single_family,1938.0,3.0,2.0,1.0,1.0,1.0,,1900.0,2.0,,,650000.0,for_sale
477,condos,1912.0,3.0,3.0,3.0,,2.0,,2305.0,3.0,1165000.0,2012-08-15,649000.0,for_sale
193,condos,2004.0,1.0,2.0,1.0,1.0,1.0,,,8.0,380000.0,2022-04-25,250000.0,for_sale
1613,condos,1914.0,3.0,2.0,2.0,,1.0,,1600.0,4.0,,,479900.0,for_sale
774,single_family,1895.0,4.0,4.0,3.0,1.0,2.0,14500.0,4255.0,2.0,165000.0,2021-10-14,849900.0,for_sale
750,single_family,1920.0,5.0,4.0,4.0,,2.0,,3224.0,2.0,80000.0,2020-12-30,399900.0,for_sale
694,condos,1917.0,3.0,3.0,2.0,1.0,,,2400.0,3.0,30000.0,1987-08-12,295000.0,for_sale
1127,multi_family,1885.0,8.0,7.0,6.0,1.0,2.0,,,,,,699000.0,for_sale
1588,condos,1912.0,1.0,1.0,1.0,,1.0,,750.0,12.0,,,170000.0,for_sale
155,condos,1972.0,2.0,2.0,2.0,,1.0,,1425.0,57.0,,,464000.0,for_sale
321,single_family,1941.0,4.0,3.0,2.0,1.0,2.0,5625.0,1943.0,2.0,288000.0,2011-08-10,649500.0,for_sale
1542,single_family,1953.0,3.0,2.0,2.0,,,3750.0,,,,,429900.0,for_sale
511,condos,2003.0,1.0,1.0,1.0,,1.0,,854.0,9.0,,,275000.0,for_sale
416,multi_family,,9.0,6.0,6.0,,2.0,4375.0,,,760000.0,2017-05-26,899000.0,for_sale
1623,single_family,1970.0,0.0,1.0,1.0,,,,550.0,,,,165000.0,for_sale
1174,condos,1925.0,1.0,1.0,1.0,,,,,7.0,220000.0,2021-08-12,220000.0,for_sale
1240,condos,1928.0,3.0,2.0,2.0,,1.0,,,3.0,,,350000.0,for_sale
1643,multi_family,1922.0,4.0,3.0,3.0,,2.0,3712.0,2500.0,,75000.0,1993-10-08,150000.0,for_sale
1143,condos,1911.0,3.0,3.0,2.0,1.0,2.0,,,20.0,610000.0,2000-05-12,549000.0,for_sale
1948,condos,1922.0,2.0,1.0,1.0,,,,1400.0,19.0,,,259000.0,for_sale
158,condos,1971.0,1.0,1.0,1.0,,,,750.0,3.0,,,139000.0,for_sale
1221,single_family,1910.0,7.0,3.0,1.0,2.0,2.0,7301.0,5896.0,3.0,241000.0,2018-05-15,450000.0,for_sale
181,condos,,1.0,1.0,1.0,,,,,16.0,190000.0,2010-04-26,189000.0,for_sale
522,condos,2006.0,1.0,1.0,1.0,,1.0,,759.0,18.0,,,285000.0,for_sale
1671,single_family,1955.0,3.0,2.0,2.0,,2.0,3125.0,,2.0,30000.0,1977-03-23,179000.0,for_sale
1437,multi_family,1918.0,6.0,4.0,4.0,,2.0,4625.0,,,55000.0,1994-02-24,116999.0,for_sale
1163,townhomes,2001.0,2.0,3.0,2.0,1.0,1.0,,2000.0,4.0,410000.0,2013-05-31,575000.0,for_sale
151,condos,1962.0,2.0,2.0,2.0,,1.0,,1200.0,28.0,,,180000.0,for_sale
1701,multi_family,1927.0,9.0,3.0,3.0,,3.0,4356.0,,,180000.0,1997-12-01,,for_sale
1002,condos,2003.0,2.0,2.0,2.0,,,,,1.0,472000.0,2019-03-12,599900.0,for_sale
544,single_family,1943.0,4.0,2.0,2.0,,2.0,5000.0,1273.0,2.0,,,335000.0,for_sale
969,townhomes,1997.0,3.0,3.0,2.0,1.0,1.0,,2400.0,3.0,,,390000.0,for_sale
1587,single_family,1890.0,3.0,4.0,3.0,1.0,2.0,3075.0,3000.0,2.0,153000.0,2015-08-25,539900.0,for_sale
36,single_family,1880.0,7.0,3.0,2.0,1.0,,,2352.0,2.0,,,115000.0,for_sale
205,condos,1966.0,1.0,1.0,1.0,,1.0,,850.0,30.0,,,165000.0,for_sale
1861,single_family,1895.0,4.0,2.0,1.0,1.0,,,2000.0,2.0,,,100000.0,for_sale
1931,single_family,1943.0,3.0,2.0,1.0,1.0,2.0,,1232.0,2.0,134500.0,2002-07-08,289900.0,for_sale
688,condos,1911.0,3.0,1.0,1.0,,,,,1.0,279000.0,2008-01-23,224900.0,for_sale
1522,condos,2008.0,2.0,3.0,2.0,1.0,1.0,,,6.0,392500.0,2018-07-06,419000.0,for_sale
390,townhomes,1950.0,3.0,2.0,1.0,1.0,1.0,1166.0,1369.0,2.0,,,369000.0,for_sale
100,condos,2017.0,3.0,2.0,2.0,,1.0,,,3.0,,,765000.0,for_sale
1067,single_family,1958.0,3.0,2.0,2.0,,2.0,,1776.0,1.0,,,249900.0,for_sale
217,multi_family,1928.0,9.0,6.0,6.0,,,3729.0,,,74000.0,1990-10-30,233000.0,for_sale
497,condos,2003.0,2.0,2.0,2.0,,1.0,,1350.0,4.0,290000.0,2023-04-28,315000.0,for_sale
1935,multi_family,1890.0,5.0,3.0,3.0,,3.0,,,,,,199000.0,for_sale
102,condos,1906.0,3.0,2.0,2.0,,,,,3.0,405000.0,2018-09-28,525000.0,for_sale
1893,multi_family,2024.0,10.0,7.0,7.0,,,3125.0,6000.0,,80000.0,2018-09-07,1350000.0,for_sale
632,land,,,0.0,,,,12250.0,,,,,2200000.0,for_sale
178,condos,2005.0,1.0,1.0,1.0,,,,860.0,45.0,392000.0,2016-08-19,365000.0,for_sale
1400,single_family,1961.0,3.0,2.0,1.0,1.0,2.0,3117.0,1020.0,1.0,174000.0,2006-04-27,195000.0,for_sale
977,condos,1900.0,2.0,1.0,1.0,,,,1600.0,3.0,,,135000.0,for_sale
1134,condos,2006.0,2.0,2.0,2.0,,1.0,,,4.0,515000.0,2017-04-04,599999.0,for_sale
1957,condos,1997.0,2.0,2.0,2.0,,1.0,,1250.0,3.0,,,485000.0,for_sale
1086,multi_family,1895.0,3.0,1.0,1.0,,2.0,,,,120000.0,2023-05-03,298000.0,for_sale
1348,multi_family,1922.0,4.0,2.0,2.0,,2.0,3920.0,,,,,94000.0,for_sale
1786,multi_family,,12.0,4.0,4.0,,2.0,3125.0,3504.0,,145000.0,2021-07-23,420000.0,for_sale
122,condos,1890.0,2.0,2.0,2.0,,1.0,,1116.0,3.0,350000.0,2018-05-23,450000.0,for_sale
347,single_family,1952.0,6.0,3.0,3.0,,2.0,3780.0,2300.0,2.0,140000.0,2021-05-20,399000.0,for_sale
1758,multi_family,1930.0,11.0,8.0,8.0,,,4000.0,,,78000.0,2014-11-21,835000.0,for_sale
1333,multi_family,,5.0,2.0,2.0,,,2614.0,,,,,475000.0,for_sale
1386,townhomes,2024.0,3.0,4.0,3.0,1.0,2.0,,2000.0,2.0,,,599000.0,for_sale
1176,condos,1949.0,2.0,2.0,2.0,,1.0,,1438.0,3.0,331000.0,2006-11-22,399900.0,for_sale
951,land,,,0.0,,,,27007.0,,,1765000.0,2005-10-07,1995000.0,for_sale
288,multi_family,1883.0,6.0,3.0,3.0,,2.0,4356.0,,,,,135000.0,for_sale
1961,single_family,1945.0,2.0,2.0,1.0,1.0,2.0,3872.0,1211.0,2.0,98500.0,2017-06-12,115000.0,for_sale
1605,condos,1968.0,1.0,1.0,1.0,,,,,24.0,64000.0,1988-09-01,200000.0,for_sale
1286,single_family,1914.0,3.0,2.0,2.0,,2.0,10454.0,1622.0,2.0,,,450000.0,for_sale
227,single_family,1969.0,3.0,2.0,2.0,,1.0,5244.0,1622.0,1.0,60000.0,1988-09-07,264500.0,for_sale
577,condos,2000.0,6.0,8.0,6.0,2.0,4.0,,9250.0,67.0,6900000.0,2000-08-17,15750000.0,for_sale
418,single_family,1955.0,3.0,1.0,1.0,,2.0,4125.0,1148.0,1.0,224000.0,2006-07-17,105000.0,for_sale
26,single_family,1905.0,3.0,2.0,2.0,,1.0,6874.0,1360.0,2.0,74500.0,1994-06-28,249999.0,for_sale
763,single_family,1951.0,3.0,2.0,1.0,1.0,2.0,3751.0,1234.0,2.0,160000.0,2015-04-06,124900.0,for_sale
1089,single_family,1885.0,4.0,2.0,2.0,,3.0,5184.0,2778.0,2.0,330000.0,2009-04-09,699900.0,for_sale
1012,condos,1982.0,2.0,2.0,2.0,,1.0,,,23.0,224000.0,2021-11-02,319000.0,for_sale
566,single_family,1945.0,4.0,2.0,2.0,,2.0,4392.0,850.0,2.0,67500.0,1986-03-01,285000.0,for_sale
798,single_family,1940.0,3.0,3.0,2.0,1.0,2.0,3983.0,,2.0,,,425000.0,for_sale
684,land,,,0.0,,,,3049.0,,,70000.0,2004-11-23,30000.0,for_sale
1302,condos,1964.0,4.0,3.0,3.0,,,,2500.0,26.0,,,699000.0,for_sale
1062,single_family,1906.0,4.0,4.0,3.0,1.0,2.0,2618.0,,2.0,1400000.0,2017-06-30,1750000.0,for_sale
1922,condos,,2.0,2.0,2.0,,,,1050.0,4.0,395000.0,2004-11-16,484000.0,for_sale
898,multi_family,1906.0,4.0,2.0,2.0,,2.0,3750.0,,,80000.0,1986-10-16,699900.0,for_sale
1654,single_family,1923.0,5.0,3.0,3.0,,2.0,5250.0,1470.0,2.0,75000.0,2000-06-05,410000.0,for_sale
1871,single_family,1950.0,4.0,2.0,1.0,1.0,1.0,7550.0,1642.0,2.0,130000.0,1984-12-06,659000.0,for_sale
1705,single_family,1954.0,6.0,4.0,3.0,1.0,2.0,3600.0,2981.0,2.0,,,479999.0,for_sale
1904,single_family,2024.0,3.0,4.0,3.0,1.0,2.0,8712.0,2736.0,2.0,,,489900.0,for_sale
720,condos,1920.0,2.0,2.0,2.0,,1.0,,1500.0,6.0,495000.0,2020-03-18,499900.0,for_sale
1293,single_family,1943.0,3.0,2.0,1.0,1.0,2.0,4375.0,1182.0,2.0,,,280000.0,for_sale
724,condos,1920.0,2.0,1.0,1.0,,,,840.0,3.0,,,65000.0,for_sale
237,single_family,1917.0,2.0,2.0,2.0,,2.0,4625.0,,2.0,,,129900.0,for_sale
1020,multi_family,1921.0,8.0,6.0,6.0,,2.0,3920.0,3150.0,,450000.0,2019-02-05,630000.0,for_sale
183,condos,2005.0,3.0,2.0,2.0,,1.0,,1611.0,57.0,755000.0,2021-02-10,724900.0,for_sale
571,single_family,1885.0,2.0,1.0,1.0,,,,,1.0,,,179900.0,for_sale
162,condos,1960.0,2.0,1.0,1.0,,,,,4.0,105000.0,2017-11-29,134900.0,for_sale
532,condos,2008.0,2.0,3.0,2.0,1.0,1.0,,2076.0,89.0,45500.0,2014-03-24,1925000.0,for_sale
804,condos,1928.0,1.0,1.0,1.0,,,,,6.0,207500.0,2017-04-27,280000.0,for_sale
1589,single_family,,4.0,3.0,3.0,,3.0,5000.0,1990.0,2.0,,,385000.0,for_sale
